sex,age,treatment,voted,person_id,hh_size,social_pressure_continuous,social_pressure_categorical,voted2,treatment2
"male",59,"Neighbors","No",78066,2,1.683508,2,0,1
"female",43,"Neighbors","Yes",170517,2,2.928818,3,1,1
"female",32,"Neighbors","Yes",69649,2,3.153475,3,1,1
"male",,"Neighbors","Yes",76019,2,3.354555,3,1,1
"male",58,"Neighbors","Yes",34605,3,3.477884,3,1,1
"female",91,"Neighbors","No",69306,1,1.451085,1,0,1
".",91,"Neighbors","No",168943,1,.2189582,0,0,1
"male",61,"Neighbors","No",3475,3,3.034412,3,0,1
"female",40,"Neighbors","Yes",140690,1,3.64261,4,1,1
".",43,"Neighbors","No",6322,2,.57942,1,0,1
"male",33,"Neighbors","Yes",162848,1,2.626674,3,1,1
"male",51,"Neighbors","Yes",158758,2,0,0,1,1
".",53,"Neighbors","No",130162,3,.7974297,1,0,1
"female",22,"Neighbors","Yes",14305,3,3.932631,4,1,1
"male",73,"Neighbors","Yes",83362,2,2.084221,2,1,1
".",51,"Neighbors","No",143251,2,1.479203,1,0,1
"female",51,"Neighbors","No",63519,2,.6047289,1,0,1
"female",43,"Neighbors","No",143857,2,2.323331,2,0,1
"male",20,"Neighbors","No",15204,3,1.872314,2,0,1
"female",,"Neighbors","Yes",103613,1,2.579791,3,1,1
"male",71,"Neighbors","Yes",131674,1,3.928383,4,1,1
"female",53,"Neighbors","No",83924,2,2.751283,3,0,1
"female",42,"Neighbors","No",47766,2,.9741875,1,0,1
"male",65,"Neighbors","No",147239,2,1.413664,1,0,1
"male",23,"Neighbors","No",10450,4,3.148356,3,0,1
".",,"Neighbors","Yes",164277,2,3.025461,3,1,1
"female",45,"Neighbors","Yes",73442,2,3.378843,3,1,1
"male",,"Neighbors","No",37133,4,3.897675,4,0,1
"male",,"Neighbors","No",165706,2,2.565264,3,0,1
"male",59,"Neighbors","No",12085,1,0,0,0,1
"female",55,"Neighbors","Yes",111851,2,4.596886,5,1,1
".",,"Neighbors","Yes",85217,1,3.363433,3,1,1
"female",40,"Neighbors","No",109979,2,2.502823,3,0,1
"female",51,"Neighbors","Yes",25382,3,4.519277,5,1,1
"female",59,"Neighbors","Yes",124325,2,3.488091,3,1,1
"female",41,"Neighbors","No",35415,1,2.103355,2,0,1
"female",63,"Neighbors","Yes",99172,2,2.2125,2,1,1
"male",60,"Neighbors","Yes",121235,2,3.093743,3,1,1
".",79,"Neighbors","No",177888,2,1.436973,1,0,1
"female",52,"Neighbors","Yes",72961,1,1.959257,2,1,1
"female",74,"Neighbors","No",107634,1,2.944438,3,0,1
".",64,"Neighbors","No",84945,3,1.578764,2,0,1
"male",25,"Neighbors","No",34571,4,4.129455,4,0,1
"male",61,"Neighbors","No",95153,1,3.174502,3,0,1
"male",64,"Neighbors","Yes",5130,5,3.284238,3,1,1
"male",29,"Neighbors","No",105614,1,1.345593,1,0,1
"male",57,"Neighbors","Yes",20789,4,5,5,1,1
"female",51,"Neighbors","Yes",2738,3,.8227572,1,1,1
"male",75,"Neighbors","Yes",35326,2,4.261069,4,1,1
"female",43,"Neighbors","No",163740,3,1.247754,1,0,1
".",54,"Neighbors","No",169076,1,4.569029,5,0,1
"male",64,"Neighbors","Yes",106402,2,1.957929,2,1,1
"female",57,"Neighbors","No",161817,2,1.516486,2,0,1
"female",46,"Neighbors","No",123347,2,1.93118,2,0,1
"female",48,"Neighbors","No",113407,2,.4415491,0,0,1
"male",68,"Neighbors","Yes",169703,1,2.22978,2,1,1
"male",49,"Neighbors","Yes",33918,3,3.118904,3,1,1
"male",60,"Neighbors","Yes",64274,2,2.847462,3,1,1
"male",44,"Neighbors","No",169909,2,1.831826,2,0,1
".",54,"Neighbors","No",43984,2,1.683346,2,0,1
".",49,"Neighbors","Yes",178761,1,1.458763,1,1,1
"female",49,"Neighbors","No",9317,3,5,5,0,1
"male",22,"Neighbors","No",129098,4,1.990882,2,0,1
"male",44,"Neighbors","No",175430,2,0,0,0,1
"female",21,"Neighbors","No",93716,3,2.158264,2,0,1
".",60,"Neighbors","Yes",40387,2,3.41736,3,1,1
"male",,"Neighbors","No",13039,2,1.815462,2,0,1
"female",21,"Neighbors","No",164166,3,2.431255,2,0,1
"male",62,"Neighbors","No",60316,2,0,0,0,1
"female",47,"Neighbors","No",40170,2,1.571146,2,0,1
"female",70,"Neighbors","No",138907,3,4.070454,4,0,1
".",,"Neighbors","No",129205,2,.8117903,1,0,1
"female",51,"Neighbors","Yes",158135,2,4.709112,5,1,1
"male",50,"Neighbors","Yes",11119,1,4.046477,4,1,1
"male",52,"Neighbors","Yes",23719,1,1.718702,2,1,1
"female",,"Neighbors","Yes",15653,5,1.783174,2,1,1
".",42,"Neighbors","Yes",110501,2,1.686273,2,1,1
"female",24,"Neighbors","No",145703,4,2.73352,3,0,1
"female",75,"Neighbors","No",153163,2,1.154995,1,0,1
"female",46,"Neighbors","No",27324,1,3.044388,3,0,1
"male",33,"Neighbors","Yes",63464,2,3.696411,4,1,1
"male",34,"Neighbors","Yes",20319,2,4.406227,4,1,1
"male",71,"Neighbors","No",109511,1,2.338126,2,0,1
"female",40,"Neighbors","No",27313,2,2.196313,2,0,1
"male",71,"Neighbors","Yes",73358,2,1.779052,2,1,1
"male",,"Neighbors","Yes",115734,1,3.636899,4,1,1
"female",57,"Neighbors","Yes",147543,2,2.835376,3,1,1
"female",42,"Neighbors","No",7579,2,1.208858,1,0,1
"male",46,"Neighbors","No",109115,1,4.053449,4,0,1
"male",25,"Neighbors","Yes",92002,5,1.733357,2,1,1
"male",47,"Neighbors","Yes",30490,3,1.162633,1,1,1
"female",36,"Neighbors","No",41635,2,3.656269,4,0,1
"male",41,"Neighbors","Yes",159458,2,4.584713,5,1,1
"male",58,"Neighbors","No",67966,2,3.276971,3,0,1
"female",,"Neighbors","No",6488,1,3.512317,4,0,1
"male",60,"Neighbors","No",171584,1,1.872582,2,0,1
"female",43,"Neighbors","No",51096,2,3.489222,3,0,1
"male",56,"Neighbors","No",142659,3,.8104426,1,0,1
"male",,"Neighbors","Yes",81919,3,4.046475,4,1,1
"female",,"Neighbors","Yes",18162,1,.1016273,0,1,1
"female",84,"Neighbors","No",168874,2,2.038638,2,0,1
"female",80,"Neighbors","No",176356,2,0,0,0,1
"male",66,"Neighbors","Yes",15735,2,2.880227,3,1,1
"male",38,"Neighbors","No",61599,1,.9849069,1,0,1
"male",46,"Neighbors","Yes",64335,2,2.637314,3,1,1
".",68,"Neighbors","No",83952,2,2.181199,2,0,1
"female",38,"Neighbors","No",170050,2,.3550315,0,0,1
"male",61,"Neighbors","No",154916,2,2.574834,3,0,1
".",49,"Neighbors","No",164531,4,2.340401,2,0,1
"male",50,"Neighbors","Yes",22297,3,3.001212,3,1,1
"male",43,"Neighbors","No",153436,2,.5644398,1,0,1
"female",51,"Neighbors","No",146038,2,2.153386,2,0,1
".",40,"Neighbors","No",121066,2,.5100359,1,0,1
"male",22,"Neighbors","No",76205,3,1.898039,2,0,1
"female",42,"Neighbors","Yes",16818,2,1.301084,1,1,1
"female",,"Neighbors","No",92742,1,1.623864,2,0,1
"male",65,"Neighbors","Yes",7743,2,2.92821,3,1,1
"female",39,"Neighbors","No",56952,2,1.323027,1,0,1
".",33,"Neighbors","No",13449,2,.1927433,0,0,1
"female",52,"Neighbors","Yes",116130,2,5,5,1,1
"female",49,"Neighbors","No",127841,3,.8361602,1,0,1
"male",49,"Neighbors","No",112813,1,3.071288,3,0,1
"female",48,"Neighbors","Yes",9049,4,1.693222,2,1,1
"female",39,"Neighbors","Yes",19327,2,2.468105,2,1,1
".",,"Neighbors","No",167833,1,3.112778,3,0,1
"male",54,"Neighbors","No",91535,3,2.110793,2,0,1
"female",64,"Neighbors","Yes",15111,2,2.232791,2,1,1
"female",81,"Neighbors","Yes",116456,2,3.716496,4,1,1
"male",50,"Neighbors","Yes",137694,2,1.912456,2,1,1
"male",47,"Neighbors","No",143847,1,1.576135,2,0,1
"male",42,"Neighbors","No",67258,2,.8737103,1,0,1
"male",22,"Neighbors","No",38903,3,1.395734,1,0,1
"female",52,"Neighbors","Yes",122269,2,2.661049,3,1,1
"male",57,"Neighbors","Yes",129664,4,3.778614,4,1,1
"female",42,"Neighbors","No",8585,2,.6288131,1,0,1
"male",50,"Neighbors","No",48849,1,1.819345,2,0,1
"male",42,"Neighbors","No",87091,2,1.671984,2,0,1
"female",55,"Neighbors","No",129750,2,1.055374,1,0,1
"male",,"Neighbors","No",141352,2,1.400146,1,0,1
"male",37,"Neighbors","Yes",170580,2,3.124203,3,1,1
"male",55,"Neighbors","No",31523,3,.9482438,1,0,1
"male",53,"Neighbors","No",167311,3,.5417418,1,0,1
"female",66,"Neighbors","Yes",70710,2,4.799021,5,1,1
"male",45,"Neighbors","Yes",91060,2,2.467486,2,1,1
"female",41,"Neighbors","No",168604,1,3.111933,3,0,1
"male",60,"Neighbors","Yes",49290,2,1.393715,1,1,1
"female",64,"Neighbors","Yes",119182,3,2.286609,2,1,1
"male",55,"Neighbors","Yes",39132,3,5,5,1,1
"female",58,"Neighbors","Yes",106402,2,4.173975,4,1,1
"male",37,"Neighbors","Yes",31046,2,2.719477,3,1,1
"male",59,"Neighbors","Yes",71334,2,4.306984,4,1,1
".",57,"Neighbors","Yes",158001,2,4.543216,5,1,1
"female",55,"Neighbors","No",27603,2,3.141779,3,0,1
"male",,"Neighbors","No",155271,1,2.831503,3,0,1
"male",25,"Neighbors","No",56142,4,0,0,0,1
"female",39,"Neighbors","Yes",174165,2,2.575276,3,1,1
"male",58,"Neighbors","Yes",137090,2,.8621908,1,1,1
".",43,"Neighbors","No",26569,3,1.871629,2,0,1
"female",59,"Neighbors","No",36441,2,1.596524,2,0,1
"male",40,"Neighbors","Yes",146571,2,2.810273,3,1,1
"male",48,"Neighbors","Yes",96410,3,2.744995,3,1,1
"female",22,"Neighbors","No",52859,2,3.157381,3,0,1
"male",32,"Neighbors","No",137697,2,0,0,0,1
"female",37,"Neighbors","Yes",138227,2,3.407485,3,1,1
"male",56,"Neighbors","Yes",49556,2,1.237639,1,1,1
"male",54,"Neighbors","Yes",149543,3,2.782799,3,1,1
".",36,"Neighbors","No",39108,2,1.308957,1,0,1
"female",46,"Neighbors","No",88265,2,2.677339,3,0,1
"female",47,"Neighbors","No",172187,2,2.681963,3,0,1
"female",63,"Neighbors","No",67022,2,1.773851,2,0,1
"female",77,"Neighbors","No",173249,2,.633983,1,0,1
"male",64,"Neighbors","Yes",89485,2,2.740236,3,1,1
"female",38,"Neighbors","No",125537,4,3.380846,3,0,1
"female",22,"Neighbors","Yes",62631,3,3.574635,4,1,1
"male",37,"Neighbors","Yes",167564,1,4.294347,4,1,1
"female",71,"Neighbors","Yes",96509,2,5,5,1,1
"male",,"Neighbors","No",141593,2,3.077481,3,0,1
"female",25,"Neighbors","No",31373,3,1.078356,1,0,1
"female",58,"Neighbors","Yes",8543,2,1.457474,1,1,1
"female",58,"Neighbors","Yes",107595,2,3.253638,3,1,1
".",66,"Neighbors","No",118720,3,0,0,0,1
"female",37,"Neighbors","No",134954,2,3.51705,4,0,1
"male",20,"Neighbors","Yes",107741,3,3.067899,3,1,1
".",31,"Neighbors","No",150908,2,2.237009,2,0,1
"male",23,"Neighbors","No",3671,4,0,0,0,1
"male",50,"Neighbors","No",91731,3,1.70156,2,0,1
".",53,"Neighbors","No",170651,1,2.433358,2,0,1
"male",39,"Neighbors","No",28136,2,2.06072,2,0,1
"female",43,"Neighbors","No",172758,3,2.254494,2,0,1
"male",55,"Neighbors","Yes",32616,2,1.230591,1,1,1
".",30,"Neighbors","Yes",154583,2,1.002819,1,1,1
"male",,"Neighbors","Yes",141355,4,2.157411,2,1,1
"female",47,"Neighbors","Yes",59632,2,1.403159,1,1,1
"male",48,"Neighbors","Yes",120222,2,3.207476,3,1,1
"female",64,"Neighbors","No",28242,2,2.303707,2,0,1
"female",60,"Neighbors","No",40824,3,2.423409,2,0,1
".",51,"Neighbors","Yes",95208,2,5,5,1,1
"female",52,"Neighbors","Yes",3515,3,3.483583,3,1,1
"female",62,"Neighbors","Yes",173806,2,2.082294,2,1,1
"male",29,"Neighbors","No",115496,3,3.713337,4,0,1
"female",62,"Neighbors","Yes",62142,1,3.386095,3,1,1
"female",30,"Neighbors","No",42108,4,.8741307,1,0,1
"female",,"Neighbors","No",178533,1,2.949463,3,0,1
"male",64,"Neighbors","No",14628,2,2.715842,3,0,1
"female",57,"Neighbors","No",41313,1,3.976683,4,0,1
"male",24,"Neighbors","No",112747,4,1.553464,2,0,1
"female",21,"Neighbors","No",163722,3,3.881761,4,0,1
"female",59,"Neighbors","No",168004,2,.8846634,1,0,1
"female",48,"Neighbors","Yes",170755,2,2.291445,2,1,1
"female",73,"Neighbors","Yes",117444,1,3.92954,4,1,1
"female",47,"Neighbors","Yes",131615,2,2.736155,3,1,1
"male",,"Neighbors","No",146318,3,2.279258,2,0,1
"male",54,"Neighbors","No",50002,2,1.617952,2,0,1
".",76,"Neighbors","No",174559,1,1.759957,2,0,1
"female",51,"Neighbors","No",162220,4,3.171033,3,0,1
"female",61,"Neighbors","Yes",73664,2,4.618669,5,1,1
"male",53,"Neighbors","No",64010,2,3.496346,3,0,1
"male",60,"Neighbors","Yes",125405,3,2.859805,3,1,1
"female",28,"Neighbors","No",62255,2,.2959676,0,0,1
"male",26,"Neighbors","No",152318,5,3.973701,4,0,1
"male",57,"Neighbors","No",93701,3,1.689834,2,0,1
"male",27,"Neighbors","No",118554,2,0,0,0,1
"female",64,"Neighbors","No",90513,2,3.202056,3,0,1
"female",55,"Neighbors","Yes",4379,2,2.441873,2,1,1
".",77,"Neighbors","Yes",133863,2,2.475152,2,1,1
"female",47,"Neighbors","Yes",24209,1,2.380531,2,1,1
"female",26,"Neighbors","No",127985,2,2.454076,2,0,1
"male",64,"Neighbors","Yes",76815,2,3.446807,3,1,1
"male",61,"Neighbors","No",99040,2,3.200316,3,0,1
"male",44,"Neighbors","No",15970,2,.4040133,0,0,1
"male",57,"Neighbors","No",177539,2,.7223388,1,0,1
"male",40,"Neighbors","No",73804,2,2.726155,3,0,1
"male",43,"Neighbors","No",56601,2,1.690582,2,0,1
"female",41,"Neighbors","No",155514,2,.9088058,1,0,1
"female",50,"Neighbors","No",96918,2,1.696737,2,0,1
".",41,"Neighbors","Yes",167367,2,.6971856,1,1,1
"male",25,"Neighbors","No",19042,3,2.486156,2,0,1
"male",,"Neighbors","No",148210,2,.6879937,1,0,1
"female",48,"Neighbors","No",93356,3,1.939735,2,0,1
"female",36,"Neighbors","No",109588,2,2.203386,2,0,1
"female",57,"Neighbors","Yes",111234,2,3.046706,3,1,1
"male",73,"Neighbors","No",1513,2,1.69769,2,0,1
"male",64,"Neighbors","No",114569,2,.8585368,1,0,1
"female",51,"Neighbors","Yes",29123,1,3.341659,3,1,1
"female",,"Neighbors","No",83719,2,0,0,0,1
"female",59,"Neighbors","Yes",138833,2,2.837085,3,1,1
"female",48,"Neighbors","No",1380,1,0,0,0,1
"female",33,"Neighbors","No",18625,2,2.394515,2,0,1
".",62,"Neighbors","No",165569,2,1.723924,2,0,1
"male",28,"Neighbors","No",154944,4,2.301538,2,0,1
"male",40,"Neighbors","No",133183,2,2.004716,2,0,1
"male",55,"Neighbors","No",97122,2,.620589,1,0,1
"female",44,"Neighbors","No",147102,2,.8694287,1,0,1
"male",63,"Neighbors","Yes",163741,1,3.848735,4,1,1
".",79,"Neighbors","Yes",77515,1,3.693909,4,1,1
".",49,"Neighbors","Yes",118880,2,4.189065,4,1,1
"male",49,"Neighbors","No",89100,1,2.760958,3,0,1
"female",34,"Neighbors","No",140192,1,0,0,0,1
"female",37,"Neighbors","No",12145,2,2.49171,2,0,1
"female",21,"Neighbors","No",4602,3,1.397942,1,0,1
"female",46,"Neighbors","No",142550,2,3.480427,3,0,1
"female",45,"Neighbors","No",3428,2,2.834289,3,0,1
".",43,"Neighbors","No",63615,2,1.990601,2,0,1
"female",58,"Neighbors","No",16386,2,3.232247,3,0,1
"male",22,"Neighbors","No",161074,3,1.876057,2,0,1
"male",43,"Neighbors","Yes",126810,2,4.551151,5,1,1
"female",49,"Neighbors","Yes",148279,2,1.474962,1,1,1
"male",79,"Neighbors","Yes",127485,2,1.502345,2,1,1
"female",21,"Neighbors","No",153878,4,4.38351,4,0,1
"male",67,"Neighbors","Yes",13641,2,4.122433,4,1,1
"female",47,"Neighbors","Yes",23281,2,2.682164,3,1,1
"female",57,"Neighbors","Yes",178205,2,1.537875,2,1,1
"female",45,"Neighbors","No",3885,2,1.830936,2,0,1
"female",59,"Neighbors","Yes",45592,4,2.546402,3,1,1
"male",60,"Neighbors","Yes",84547,2,1.917023,2,1,1
"female",28,"Neighbors","Yes",49156,2,3.284474,3,1,1
"female",53,"Neighbors","Yes",22029,1,3.005172,3,1,1
"female",52,"Neighbors","No",53925,2,1.0979,1,0,1
"female",39,"Neighbors","No",50212,2,2.553332,3,0,1
"male",21,"Neighbors","No",27901,3,.5555327,1,0,1
"male",54,"Neighbors","No",164562,3,0,0,0,1
".",64,"Neighbors","Yes",81580,1,3.767595,4,1,1
"female",64,"Neighbors","No",132708,1,3.110191,3,0,1
"male",57,"Neighbors","No",132009,2,2.607053,3,0,1
"male",45,"Neighbors","No",54360,2,.0385855,0,0,1
".",61,"Neighbors","Yes",176385,2,1.658237,2,1,1
"male",42,"Neighbors","No",178918,2,2.669881,3,0,1
".",49,"Neighbors","Yes",77512,1,2.119589,2,1,1
"female",21,"Neighbors","No",53749,4,.8778962,1,0,1
"male",42,"Neighbors","Yes",120260,2,1.139611,1,1,1
"male",40,"Neighbors","Yes",69364,2,2.782689,3,1,1
"male",,"Neighbors","No",3604,2,2.667983,3,0,1
"male",68,"Neighbors","Yes",121132,2,2.275896,2,1,1
"female",56,"Neighbors","Yes",150081,3,2.895732,3,1,1
"female",61,"Neighbors","Yes",175395,2,2.661964,3,1,1
"female",24,"Neighbors","No",16521,4,0,0,0,1
".",62,"Neighbors","Yes",71962,2,5,5,1,1
"female",42,"Neighbors","No",72998,4,2.191978,2,0,1
"female",56,"Neighbors","No",141047,2,2.399698,2,0,1
"female",51,"Neighbors","No",167879,3,0,0,0,1
"female",50,"Neighbors","Yes",69052,2,3.234644,3,1,1
"female",38,"Neighbors","Yes",151636,2,2.258502,2,1,1
"male",39,"Neighbors","Yes",94021,1,2.775953,3,1,1
"male",73,"Neighbors","Yes",853,2,3.021686,3,1,1
"male",34,"Neighbors","No",130755,4,1.197653,1,0,1
".",37,"Neighbors","Yes",10995,2,2.273959,2,1,1
"female",22,"Neighbors","No",124741,3,1.248721,1,0,1
"female",41,"Neighbors","Yes",132614,2,4.631618,5,1,1
"male",23,"Neighbors","No",81596,4,1.464196,1,0,1
"male",59,"Neighbors","No",85926,3,1.182224,1,0,1
"female",40,"Neighbors","Yes",69748,3,4.237503,4,1,1
"male",60,"Neighbors","Yes",209,1,3.661354,4,1,1
"female",70,"Neighbors","No",59125,1,1.911171,2,0,1
"male",28,"Neighbors","Yes",7211,4,4.37238,4,1,1
".",62,"Neighbors","Yes",160172,3,5,5,1,1
"male",59,"Neighbors","No",163500,4,3.653245,4,0,1
"female",23,"Neighbors","No",36741,4,.6765422,1,0,1
"male",51,"Neighbors","No",125892,2,.8990439,1,0,1
"male",43,"Neighbors","No",46136,2,1.736742,2,0,1
"female",70,"Neighbors","No",168065,1,1.590261,2,0,1
"male",53,"Neighbors","No",46893,1,1.813501,2,0,1
".",,"Neighbors","Yes",97672,3,2.280896,2,1,1
".",41,"Neighbors","Yes",132097,2,2.057326,2,1,1
".",35,"Neighbors","No",62023,2,3.553191,4,0,1
"male",42,"Neighbors","No",14126,2,3.203507,3,0,1
"male",40,"Neighbors","No",89043,3,2.239258,2,0,1
".",32,"Neighbors","No",91103,2,2.900591,3,0,1
"male",58,"Neighbors","No",37489,4,1.914278,2,0,1
"male",47,"Neighbors","No",123816,1,1.94809,2,0,1
"female",54,"Neighbors","Yes",136997,1,3.222031,3,1,1
"female",46,"Neighbors","No",133884,2,1.865333,2,0,1
"female",20,"Neighbors","No",46913,2,1.966305,2,0,1
"male",22,"Neighbors","No",89707,5,1.813308,2,0,1
"male",54,"Neighbors","No",50717,2,3.635299,4,0,1
"male",46,"Neighbors","No",170854,1,1.509821,2,0,1
"male",62,"Neighbors","Yes",83282,4,3.009802,3,1,1
"female",56,"Neighbors","Yes",81642,2,2.150076,2,1,1
"male",53,"Neighbors","No",140347,2,1.190819,1,0,1
"female",50,"Neighbors","Yes",151849,2,3.755901,4,1,1
"male",,"Neighbors","No",161826,2,1.255318,1,0,1
"female",58,"Neighbors","Yes",41389,3,2.244222,2,1,1
"male",54,"Neighbors","Yes",47120,1,3.104379,3,1,1
"female",20,"Neighbors","No",12233,2,2.797882,3,0,1
"male",48,"Neighbors","No",132642,2,.7709866,1,0,1
"female",49,"Neighbors","Yes",135205,3,.7761166,1,1,1
"male",50,"Neighbors","No",117254,3,1.357684,1,0,1
"male",49,"Neighbors","Yes",168257,2,2.477453,2,1,1
"male",60,"Neighbors","No",53926,2,.3416223,0,0,1
"female",,"Neighbors","No",78474,2,2.46437,2,0,1
"female",22,"Neighbors","Yes",147352,4,3.621723,4,1,1
"male",27,"Neighbors","No",5632,2,1.30731,1,0,1
"female",54,"Neighbors","Yes",15191,2,3.406477,3,1,1
"female",53,"Neighbors","Yes",113923,2,5,5,1,1
"male",49,"Neighbors","No",94602,1,2.670964,3,0,1
".",47,"Neighbors","Yes",102710,2,2.105533,2,1,1
"female",51,"Neighbors","No",51704,1,3.210922,3,0,1
"male",57,"Neighbors","Yes",84470,2,4.5913,5,1,1
"female",55,"Neighbors","No",28485,2,4.206229,4,0,1
"female",39,"Neighbors","No",146429,2,1.643159,2,0,1
"female",,"Neighbors","No",90591,3,2.901905,3,0,1
"male",52,"Neighbors","Yes",27077,2,1.872763,2,1,1
"female",38,"Neighbors","No",119903,2,2.533355,3,0,1
".",52,"Neighbors","No",86512,2,1.960717,2,0,1
"male",64,"Neighbors","No",158779,3,1.989395,2,0,1
"male",65,"Neighbors","No",90513,2,1.865571,2,0,1
".",,"Neighbors","Yes",142173,2,2.873848,3,1,1
".",45,"Neighbors","No",89518,2,3.764089,4,0,1
"male",48,"Neighbors","No",48959,3,1.936836,2,0,1
".",47,"Neighbors","Yes",72661,2,3.659509,4,1,1
"male",21,"Neighbors","No",107236,4,1.008172,1,0,1
".",,"Neighbors","No",89509,2,2.971234,3,0,1
"female",26,"Neighbors","No",106088,5,2.25835,2,0,1
"female",,"Neighbors","No",156418,2,1.325232,1,0,1
"female",56,"Neighbors","No",136817,1,1.795481,2,0,1
"female",55,"Neighbors","No",32144,2,0,0,0,1
"male",41,"Neighbors","Yes",51798,2,3.60211,4,1,1
"male",25,"Neighbors","No",164053,4,2.189327,2,0,1
"male",59,"Neighbors","No",125369,2,2.373442,2,0,1
"female",53,"Neighbors","Yes",104727,1,1.445991,1,1,1
"male",62,"Neighbors","No",41785,4,.553973,1,0,1
"male",50,"Neighbors","No",158841,1,2.052096,2,0,1
"female",57,"Neighbors","Yes",151166,3,3.813355,4,1,1
"female",55,"Neighbors","Yes",108921,5,4.710857,5,1,1
"male",59,"Neighbors","Yes",68941,1,1.947746,2,1,1
".",74,"Neighbors","Yes",113486,1,2.49165,2,1,1
"female",40,"Neighbors","Yes",71512,1,1.281962,1,1,1
"male",58,"Neighbors","Yes",25726,1,1.945356,2,1,1
"female",61,"Neighbors","No",164818,2,2.387673,2,0,1
"female",24,"Neighbors","No",136729,2,.3642594,0,0,1
"female",71,"Neighbors","Yes",75002,2,4.261903,4,1,1
"male",42,"Neighbors","No",71199,1,2.447042,2,0,1
"female",45,"Neighbors","No",80009,2,2.250485,2,0,1
".",47,"Neighbors","No",174895,2,1.86816,2,0,1
"male",44,"Neighbors","No",120885,2,1.45579,1,0,1
"male",77,"Neighbors","No",103391,1,1.136966,1,0,1
"female",79,"Neighbors","No",97643,2,2.847613,3,0,1
".",,"Neighbors","No",613,2,1.05421,1,0,1
".",35,"Neighbors","Yes",20735,1,4.048131,4,1,1
"female",59,"Neighbors","No",38690,2,2.238399,2,0,1
"male",47,"Neighbors","Yes",80426,1,2.964399,3,1,1
"male",81,"Neighbors","No",146924,1,.2494003,0,0,1
"female",50,"Neighbors","No",104019,4,3.063658,3,0,1
"female",42,"Neighbors","No",158308,1,1.624554,2,0,1
"male",41,"Neighbors","Yes",6296,2,4.781987,5,1,1
"male",44,"Neighbors","No",127116,3,2.923466,3,0,1
"male",48,"Neighbors","Yes",129626,2,3.44531,3,1,1
"female",,"Neighbors","Yes",81617,2,1.17701,1,1,1
"female",45,"Neighbors","No",25285,1,.186956,0,0,1
"male",39,"Neighbors","No",52739,1,4.798143,5,0,1
"male",21,"Neighbors","No",94985,4,1.935822,2,0,1
"female",76,"Neighbors","No",57374,1,3.738856,4,0,1
"male",43,"Neighbors","Yes",90687,1,3.559695,4,1,1
"female",49,"Neighbors","Yes",27693,2,2.331679,2,1,1
"female",47,"Neighbors","No",115531,1,2.005805,2,0,1
"male",55,"Neighbors","No",90054,2,.9059806,1,0,1
".",29,"Neighbors","No",50047,2,.0322438,0,0,1
"male",49,"Neighbors","Yes",19247,1,2.49079,2,1,1
"female",42,"Neighbors","No",83840,2,1.660434,2,0,1
"male",51,"Neighbors","No",87216,3,2.694188,3,0,1
"female",35,"Neighbors","No",121828,5,3.066899,3,0,1
"female",,"Neighbors","Yes",76343,2,2.775499,3,1,1
"male",59,"Neighbors","Yes",40002,2,2.235094,2,1,1
"female",61,"Neighbors","No",156528,2,2.990814,3,0,1
"male",,"Neighbors","Yes",7829,2,1.501627,2,1,1
"female",57,"Neighbors","No",49082,2,0,0,0,1
"female",77,"Neighbors","No",168323,2,1.699782,2,0,1
"female",51,"Neighbors","No",86327,1,3.805516,4,0,1
"female",47,"Neighbors","No",164064,2,2.465369,2,0,1
"female",51,"Neighbors","No",282,2,2.355759,2,0,1
"female",53,"Neighbors","No",59804,3,1.331452,1,0,1
"female",65,"Neighbors","Yes",176801,2,3.665153,4,1,1
"male",58,"Neighbors","Yes",150456,2,3.513046,4,1,1
"male",40,"Neighbors","Yes",101613,1,5,5,1,1
"male",48,"Neighbors","No",138773,3,1.466069,1,0,1
"female",43,"Neighbors","No",85123,2,2.638762,3,0,1
".",55,"Neighbors","Yes",48847,1,5,5,1,1
"female",38,"Neighbors","No",53804,1,4.403284,4,0,1
"male",,"Neighbors","No",38279,2,1.648713,2,0,1
"male",62,"Neighbors","No",153181,2,3.480287,3,0,1
"female",51,"Neighbors","No",126376,2,3.711546,4,0,1
"female",42,"Neighbors","No",148694,2,.2076391,0,0,1
"male",47,"Neighbors","Yes",16304,4,4.032438,4,1,1
"male",,"Neighbors","Yes",56392,2,2.856641,3,1,1
"male",55,"Neighbors","No",32988,3,1.220727,1,0,1
"male",23,"Neighbors","No",163809,4,2.134233,2,0,1
"female",67,"Neighbors","No",178574,2,1.568982,2,0,1
"female",67,"Neighbors","No",73778,2,3.391354,3,0,1
"male",60,"Neighbors","No",150487,2,1.017134,1,0,1
"male",68,"Neighbors","Yes",103214,2,2.979945,3,1,1
"female",64,"Neighbors","Yes",101423,2,3.627066,4,1,1
"male",30,"Neighbors","Yes",22410,2,2.969104,3,1,1
"male",38,"Neighbors","Yes",58641,2,3.236961,3,1,1
"male",24,"Neighbors","No",88559,4,1.514866,2,0,1
"female",46,"Neighbors","No",109663,2,1.396227,1,0,1
"female",44,"Neighbors","No",166632,1,2.154576,2,0,1
"female",37,"Neighbors","No",58793,2,3.90252,4,0,1
"female",54,"Neighbors","No",21286,2,1.382829,1,0,1
"male",49,"Neighbors","No",150823,1,1.997814,2,0,1
"female",62,"Neighbors","Yes",46612,1,5,5,1,1
